uf,municipality,district,sub_district,tract,urban_rural,place,address_1,address_2,house_number,modifier,complement1,value_1,complement_2,value_2,complement_3,value_3,complement4,value_4,complement_5,value_5,complement_6,value_6,latitude,longitude,borough,nil,landuse_id,landuse_description,multiple,collective_name,block_number,face_number,post_code,code_tract
25,14008,5,0,2,1,RUA,NA,JOAO PESSOA,53,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJA DE CONFECCOES,1,NA,2,1,58590000,251400805000002
29,21708,30,0,5,2,FAZENDA,NA,BONIFACIO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 42 50.2440 S,40 55 44.7060 O,BONIFACIO,NA,3,PLANTIO DE VERDURAS,NA,NA,0,0,44850000,292170830000005
22,1200,5,0,21,2,POVOADO,NA,MARRECAS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 19 18.5100 S,42 17 15.6060 O,MARRECAS,NA,6,MECEARIA,1,NA,0,0,64100000,220120005000021
26,7901,5,0,327,1,AVENIDA,PRESIDENTE,CASTELO BRANCO,7966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BARRA DE JANGADA,NA,6,CANTEIRO DE OBRAS,1,NA,9,2,54440050,260790105000327
35,50308,80,0,94,1,RUA,NA,COELHO LISBOA,722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TATUAPE,NA,5,SUPREMA CLINICA DE CIRURGIA PLASTICA,1,NA,2,2,3323040,355030880000094
31,38401,30,0,4,2,ESTRADA,NA,BR 116 ESTRADA DOS COELHOS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 36 37.5720 S,42 45 0.7320 O,COELHOS,NA,6,CANTINA,1,NA,0,0,36700000,313840130000004
29,30303,5,0,24,2,ESTRADA,NA,PORTEIRAS SERRA DOURADA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12 49 20.6520 S,44 07 28.4220 O,PORTEIRAS DE SANTA CRUZ,NA,6,MERCEARIA,1,NA,0,0,47740000,293030305000024
35,50308,68,0,260,1,RUA,NA,FLORESTAL,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HELIOPOLIS,NA,6,BAR,1,NA,1,5,4235200,355030868000260
42,8203,5,0,86,1,RUA,NA,OTAVIO CESARIO PEREIRA,1158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAO VICENTE,NA,6,REVENDEDORA,1,NA,6,2,88309301,420820305000086
21,1608,5,0,2,1,RUA,CORONEL,MANOEL JOSE SALOMAO,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJA DE CONFECCOES,1,NA,8,2,65950000,210160805000002
22,5102,5,0,13,2,POVOADO,NA,PE DA SERRA,10,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07 31 57.1080 S,43 14 43.5840 O,PE DA SERRA,NA,3,CULTIVO DE MILHO,NA,NA,0,0,64820000,220510205000013
42,2909,5,0,117,1,RUA,NA,ANGELO LUCOLLI,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOMAZ COELHO,NA,6,FACCAO,1,NA,2,1,88353220,420290905000117
26,4106,5,0,182,1,AVENIDA,NA,CARUARU,116,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOA VISTA,NA,6,FARMACIA SANTA RITA,2,NA,12,3,55038270,260410605000182
15,1501,5,0,11,1,RUA,NA,JULIO VIVEIROS,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAS FLORES,NA,6,OFICINA DE BICICLETA FECHADA,1,NA,6,1,68795000,150150105000011
52,21403,5,0,5,1,RUA,NA,TREZE,180,NA,SALA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA PAI ETERNO,NA,6,LD PRODUTOS DE LIMPEZA,1,NA,15,4,75380000,522140305000005
31,29103,5,0,10,2,FAZENDA,NA,PATOS,0,SN,FAZENDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19 14 0.7620 S,49 54 20.2200 O,GURINHATA,NA,3,PECUARIA LEITERA,NA,NA,0,0,38310000,312910305000010
42,7908,10,0,2,2,TRAVESSA,NA,DE CAMPO DO MEIO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAMPO DO MEIO,NA,3,MARCOS MANUEL BRAZ DE OLIVEIRA,NA,NA,0,0,89440000,420790810000002
41,15754,5,0,8,2,ESTRADA,NA,COLONIA FUJI,0,SN,CASA,JOAOZINHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23 51 57.5400 S,51 11 33.1080 O,MAUA DA SERRA,NA,3,AGRICOLA,NA,NA,0,0,86828000,411575405000008
35,1608,5,0,121,1,RUA,NA,FRANCISCO GARBO,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA SAO VITO,NA,6,CALDERARIA INDUSTRIAL,1,NA,1,1,13473370,350160805000121
35,7803,5,0,14,1,RUA,NA,MACEDO SOARES,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA N DAS GRACAS,NA,6,BICCLETARIA MARQUIM,1,NA,2,1,14340000,350780305000014
51,4906,5,0,7,2,COMUNIDADE,NA,CAMPO LIMPO 02,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 12 47.7060 S,56 24 15.7320 O,CAMPO LIMPO,NA,3,FAZENDA TUCANO,NA,NA,0,0,78490000,510490605000007
25,4009,5,0,181,1,RUA,PROFESSORA,DJANIRA TAVARES DA SILVA,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRUZEIRO,NA,6,LOJA,1,NA,8,4,58415355,250400905000181
35,10302,5,0,27,2,ESTRADA,NA,VICINAL VICENTE DIAS LEME,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23 29 42.6780 S,47 45 13.1940 O,BARREIRO,NA,3,GRANJA,NA,NA,0,0,18195000,351030205000027
15,1402,60,0,1,1,AVENIDA,NA,LOPO DE CASTRO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRUZEIRO,NA,6,MERCADO MUNICIPAL DE ICOARACI,2,NA,6,5,66810000,150140260000001
31,6200,5,62,48,1,RUA,NA,BERNARDO GUIMARAES,832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAVASSI,NA,6,ATENDIMENTO AO CORRETOR,1,NA,3,1,30140081,310620005620048
31,36702,5,17,77,1,RUA,NA,CARLOS ESTEVAO DA SILVA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LINHARES,NA,6,POSTO ABASTECIMENTO CESAMA,1,NA,1,11,36060400,313670205170077
33,5554,5,0,44,1,ESTRADA,NA,RIO SAO PAULO,292,NA,FUNDOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM SAO JORGE,NA,6,DEPOSITO MATERIAL DE CONSTRUCAO JOCEM,1,NA,1,1,23890000,330555405000044
35,43303,5,0,14,1,AVENIDA,NA,FRANCISCO MONTEIRO,904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASTORIL,NA,6,FMC A,1,NA,8,1,9400310,354330305000014
43,14407,5,16,7,1,RUA,GENERAL,OSORIO,935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,PRODUTORA DE EVENTOS,1,NA,4,2,96020000,431440705160007
23,4400,75,13,78,1,RUA,NA,GEORGE PEQUENO,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARANGABA,NA,6,DEPOSITO DESATIVADO,1,NA,2,1,60710450,230440075130078
41,8304,5,0,1,1,AVENIDA,NA,BRASIL,700,NA,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJA DE ROUPAS,1,NA,2,2,85851000,410830405000001
11,403,5,0,24,2,ESTRADA,NA,LC 85 B20,64,64 B,SITIO,NA,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 42 48.6120 S,63 26 5.7600 O,ZONA RURAL,NA,3,CASA,NA,NA,0,0,76862000,110040305000024
12,302,5,0,15,2,RIO,NA,RIO ENVIRA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08 37 16.5420 S,70 30 41.4900 O,SERINGAL SANTANA,NA,3,CRIACAO DE BOVINOS,NA,NA,0,0,69960000,120030205000015
43,18804,20,0,3,2,ESTRADA,NA,CAMPOS QUEVEDOS ATE FAXINAL,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31 09 11.2020 S,52 23 34.8360 O,FAXINAL,NA,3,PRODUCAO DIVERSIFICADA,NA,NA,0,0,96170000,431880420000003
25,1500,5,0,10,2,SITIO,NA,JATOBA,3100,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06 45 20.4240 S,35 35 38.0880 O,SITIO JATOBA,NA,3,CRIACAO DE GADO,NA,NA,0,0,58220000,250150005000010
21,11300,5,0,937,1,RUA,NA,DA FELICIDADE,0,SN,PORTAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIRAPORA,NA,6,GARAGEM,1,NA,3,3,65000000,211130005000937
31,53608,5,0,3,1,AVENIDA,NA,BRASILIA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARACANA,NA,6,BARBEARIA CLASSE A,1,NA,25,4,35715000,315360805000003
21,11300,5,0,584,1,RUA,SANTO,ANTONIO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAO BERNARDO,NA,6,MERCADO,1,NA,3,4,65071680,211130005000584
23,2057,10,0,7,2,SEM,NA,DENOMINACAO1,73,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHAPADA,NA,6,BAR,1,NA,2,2,62410000,230205710000007
35,50308,48,0,1,1,RUA,NA,CORIOLANO,1849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAPA,NA,6,CONSULTORIOS DE ESPECIALIDADES MEDICAS,2,NA,2,1,5047002,355030848000001
29,23357,5,0,12,2,POVOADO,NA,ALAGADICO,0,SN,DEPOSITO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 40 54.9600 S,41 17 14.6580 O,POVOADO DE ALAGADICO,NA,6,DEPOSITO,1,NA,0,0,44718000,292335705000012
35,3208,5,0,188,1,AVENIDA,NA,EUGENIO ALBIERO,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ADALBERTO ROXO,NA,6,IGREJA EVANGELICA MISSAO DE FE,1,NA,3,1,14800000,350320805000188
23,5308,10,0,1,1,RUA,NA,SEM DENOMINACAO,17,FUNASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANTONIO DA PINDOBA,NA,6,SALAO COMUNITARIO,1,NA,7,4,62360000,230530810000001
26,10608,5,0,1,1,AVENIDA,SENADOR,PINHEIRO RAMOS,306,IBGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,FRIGORIFICO FRANGAO,1,NA,2,1,55825000,261060805000001
26,10103,5,0,9,2,SITIO,NA,CALDEIRAO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09 02 40.7880 S,36 20 28.7280 O,SITIO CALDEIRAO,NA,3,CURRAL,NA,NA,0,0,55310000,261010305000009
23,8500,27,0,2,2,SITIO,SANTA,RITA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05 43 10.9080 S,39 54 26.8140 O,MANOEL CORREIA,NA,3,ROCA,NA,NA,0,0,63610000,230850027000002
33,4557,5,22,478,1,RUA,NA,CASTOR DE ANDRADE,123,NA,COMODO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BANGU,NA,6,BAR,1,NA,2,1,88888888,330455705220478
52,18805,5,0,159,2,FAZENDA,NA,ESTREITO PONTE PEDRATRISTAO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17 13 9.3960 S,50 54 2.4540 O,LADO DIREITO GO 050,NA,3,FAZENDA,NA,NA,0,0,75900000,521880505000159
15,8001,5,0,55,1,AVENIDA,NA,DIONISIO BENTES,0,SN,ANEXO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUATRO BOCAS,NA,4,SALA DE INFORMATICA DA ESCOLA IPITINGA,1,NA,11,2,68680000,150800105000055
31,57377,5,0,8,2,COMUNIDADE,NA,SUMIDOURO,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16 00 52.9200 S,41 42 4.6260 O,SUMIDOURO,NA,6,BAR VENDE BEBIDAS,1,NA,0,0,39563000,315737705000008
35,30706,5,0,72,1,AVENIDA,NA,BANDEIRANTES,1257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PQ CIDADE NOVA,NA,6,FUNILARIA,1,NA,12,2,13845440,353070605000072
13,3304,5,0,34,2,COMUNIDADE,NA,REALEZA 1,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05 18 14.1240 S,60 43 23.7480 O,RIO MADEIRA,NA,4,ESCOLA INFANTIL,1,NA,0,0,69260000,130330405000034
41,5508,5,0,75,2,ESTRADA,NA,TERRA BOA,235,A,LOTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIANORTE,NA,3,CULTIVO CAFE,NA,NA,0,0,87200000,410550805000075
31,6200,60,68,2,1,AVENIDA,DEPUTADO,ANUAR MENHEM,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA AMELIA,NA,6,ESTACINAMENTO DA BELFAR,1,NA,1,4,31560200,310620060680002
35,16309,5,0,145,1,RUA,NA,BENEDITO ANTONIO,312,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROSA,NA,6,MECANICA,1,NA,3,2,87991120,351630905000145
29,18456,5,0,9,2,FAZENDA,NA,CORREGO DA PEDRA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16 44 42.2400 S,40 08 14.6700 O,CABLOCOS,NA,6,FARINHEIRA,1,NA,0,0,45834000,291845605000009
33,5000,18,0,15,1,AVENIDA,SANTO,AMARO,0,SN,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GRUSSAI,NA,6,MERCEARIA,1,NA,1,4,28200000,330500018000015
35,52403,5,0,11,1,RUA,NA,CATARINA MORANZA BELINTANI,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM ALVORADA,NA,6,LOJA DO GAS,1,NA,1,1,13170740,355240305000011
31,18601,10,5,9,1,AVENIDA,NA,JONAS SOARES,193,NA,LOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARQUE INDUSTRIAL,NA,6,MOVEIS MALTA,1,NA,4,4,32000000,311860110050009
15,800,5,0,120,1,PASSAGEM,NA,JADER BARBALHO,47,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANANINDEUA,NA,6,MERCEARIA E BAR,1,NA,6,1,67015620,150080005000120
27,4302,5,11,66,1,AVENIDA,NA,MUNDAU,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CONJUNTO FREI DAMIAO,NA,6,LOJA DE CONVENIENCIA,1,NA,1,1,57085030,270430205110066
35,25300,5,0,63,1,AVENIDA,NA,JOAQUIM FERRAZ DE CAMARGO,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA SAO JUDAS TADEU,NA,6,VAGO,1,NA,5,1,17207585,352530005000063
50,2803,5,0,1,1,AVENIDA,NA,BRASIL,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJA DE ROUPAS,1,NA,15,1,79270000,500280305000001
23,1109,5,0,33,1,TRAVESSA,NA,RUI BARBOSA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATERRO,NA,6,MERCADINHO,1,NA,8,4,62800000,230110905000033
42,6504,5,0,38,1,RUA,NA,ISIDIO CARLOS PEIXER,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ISIDIO CARLOS PEIXER,NA,6,BAR E LANCHONETE,1,NA,4,8,89270000,420650405000038
31,18601,5,9,16,1,RUA,NA,POSSUA,548,NA,LOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOVO ELDORADO,NA,6,LOJA DE ARTIGOS PARA FESTA,1,NA,4,1,32341160,311860105090016
43,20206,5,0,15,2,ESTRADA,NA,BR386,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27 34 41.6340 S,53 21 3.8940 O,SEBERI,NA,6,INDUSTRIA SEMENTES FABRIS HULK,1,NA,0,0,98380000,432020605000015
42,16255,5,0,5,2,ESTRADA,NA,LINHA PAULI,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27 02 35.3880 S,53 38 26.2200 O,BEATO ROQUE,NA,3,CHIQUEIRO E GALPAO,NA,NA,0,0,89897000,421625505000005
35,34401,5,0,492,1,RUA,NA,CORAL,109,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V. AYROSA,NA,6,MECANICA,1,NA,2,2,6280190,353440105000492
43,15057,5,0,6,2,ESTRADA,NA,TRES MARCOS A PORTO MAUA,3046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27 35 20.8260 S,54 40 19.0080 O,PORTO MAUA,NA,3,PROPRIEDADE RURAL,NA,NA,0,0,98947000,431505705000006
31,47907,5,0,1,1,RUA,PRESIDENTE,ANTONIO CARLOS,243,NA,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,VAGO,1,NA,6,3,37900092,314790705000001
51,6505,5,0,2,1,RUA,NA,ANTONIO JOAO,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,COLEGIO MADRE LUIZA BERTRAND,1,NA,1,1,78175000,510650505000002
22,10656,5,0,8,2,ESTRADA,SAO,RAIMUNDO A FURNAS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 59 37.0740 S,41 54 16.8240 O,FURNAS,NA,3,CRIACAO DE BOVINO,NA,NA,0,0,64285000,221065605000008
43,22376,5,0,2,2,ESTRADA,NA,ITACURUBI MANOEL DE FREITAS,9630,NA,FAZENDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RINCAO NATIVIDADE,NA,3,CRIACAO DE BOVINOS,NA,NA,5,1,97755000,432237605000002
31,17108,5,0,13,2,ESTRADA,NA,DO CEDRO,0,SN,FAZENDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 06 24.7320 S,46 15 15.1080 O,CEDRO DE CIMA,NA,3,LAVOURA DE CAFE,NA,NA,0,0,37148000,311710805000013
29,11204,5,0,7,1,PRACA,SAO,JOSE,187,NA,LOJA,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,BOMBONIERE,1,NA,1,3,45450000,291120405000007
26,6507,5,0,3,1,AVENIDA,NA,AGUAS BELAS,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,BAR,1,NA,1,2,55345000,260650705000003
33,4904,10,0,71,1,RUA,VEREADOR,LUIZ PAULO GUIMARAES,612,NA,SOBRADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENGENHO DO ROCADO,NA,6,TERRACO,1,NA,2,1,24752605,330490410000071
13,1506,5,0,4,1,RUA,VEREADOR,AGNELO FERREIRA,0,SN,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VARZEA,NA,6,OFICINA MECANICA,1,NA,3,2,69870000,130150605000004
32,3304,10,0,1,1,RUA,NA,JOSE MOREIRA FILHO,41,FNS,COMODO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,DEPOSITO,1,NA,8,2,29770000,320330410000001
29,10701,5,0,1,1,AVENIDA,NA,ALMERINDO REHEM,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,BORRACHARIA,1,NA,14,2,48500000,291070105000001
35,10203,5,0,35,1,RUA,CORONEL,ERNESTINO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,IGREJA MUNDIAL DO PODER DE DEUS,1,NA,12,3,18300491,351020305000035
31,8404,5,0,6,1,RUA,DOUTOR,GUILHERME BOLZAN,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,GARAGEM,1,NA,30,1,37720000,310840405000006
43,16907,5,8,13,1,RUA,NA,PINTO BANDEIRA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO NOSSA SENHORA DAS DORES,NA,6,SALA PAROQUIAL,1,NA,2,1,97050610,431690705080013
27,6307,15,0,7,2,SITIO,NA,CANAFISTULA 2,12,SMS,CHALE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CANAFISTULA,NA,3,AGRICULTURA,NA,NA,0,0,57600000,270630715000007
25,10907,5,0,10,2,ESTRADA,NA,SANTA MARIA ACENTO DA PEDRA,43,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06 40 44.7300 S,37 43 21.6540 O,SANTA MARIA,NA,3,CRIACAO DE GADO,NA,NA,0,0,58860000,251090705000010
15,4422,5,0,68,1,RUA,NA,FABIO RODRIGUES,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRIZAL,NA,6,DEPOSITO DE MERCADINHO,1,NA,1,1,67200000,150442205000068
35,48708,10,0,21,1,ESTRADA,NA,RIO ACIMA,2451,NA,OUTROS,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FINCOS,NA,6,FERRO VELHO,1,NA,1,6,9830425,354870810000021
35,47809,5,0,33,1,RUA,NA,DAS ESMERALDAS,379,SALA1,SOBRELOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO JARDIM,NA,6,SALAS ADVO E OUTROS,2,NA,1,1,9090770,354780905000033
43,12476,5,0,9,1,RUA,NA,MATHIAS MOMBACH,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALACHAI,NA,3,CULTIVO DE MADEIRA PARA LENHA,NA,NA,6,1,93990000,431247605000009
52,20454,5,0,52,1,AVENIDA,SENADOR,CANEDO,0,SN,QUADRA,06,LOTE,07,SALA,04,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM DAS OLIVEIRAS,NA,6,CABELEREIRO UNISEX MICHEL,1,NA,9,3,75250000,522045405000052
31,6200,5,67,384,1,RUA,NA,VITORIO MAGNAVACCA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURITIS,NA,6,LOJA DE CALCADOS E ACESSORIOS,1,NA,1,2,30492015,310620005670384
35,42206,5,0,3,1,RUA,NA,MARCILIO DIAS,700,NA,TERREO,NA,LOJA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ESCRIORIO DE SERVICOS PREVIDENCIARIOS,1,NA,5,3,19600000,354220605000003
42,15554,5,0,4,2,ACESSO,NA,LINHA VINTE COLONIAS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26 57 5.0160 S,53 36 28.9440 O,SANTA HELENA,NA,3,PLANTAAO DE FUMO E GADO LEITERO,NA,NA,0,0,89915000,421555405000004
24,8003,5,0,47,1,RUA,NA,FRANCISCO CHAGAS,258,NA,ANEXO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ABOLICAO,NA,6,VENDAS DE AGUA MINERAL,1,NA,9,1,59611160,240800305000047
43,13300,5,0,60,1,RUA,NA,ITALIA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INDUSTRIAL,NA,6,ESPACO DE PESQUISA VIPAL,1,NA,4,2,95320000,431330005000060
35,19071,5,0,54,1,RUA,NA,DOS CRAVOS,346,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARQUE DO HORTO,NA,6,BAR,1,NA,15,4,11111111,351907105000054
31,28105,5,0,17,2,FAZENDA,NA,VARJAO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GUAPE,NA,3,FAZENDA,NA,NA,0,0,37177000,312810505000017
41,26702,5,0,4,1,TRAVESSA,NA,ANTONIO FERNANDES,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,5,LABORATORIO BOM JESUS DE TAMBOARA,1,NA,9,2,87760000,412670205000004
33,3302,5,0,369,1,AVENIDA,NA,ERNANI DO AMARAL PEIXOTO,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,TRIBUNAL REGIONAL DO TRABALHO,1,NA,2,4,24030078,330330205000369
31,52600,5,0,12,1,RODOVIA,NA,BR 354,0,SN,LOJA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ESPACO PARA LOCACAO,1,NA,2,1,37468000,315260005000012
24,4002,5,0,3,2,SITIO,NA,CASTRO,0,SN,OUTROS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06 08 33.9540 S,37 50 10.2120 O,SITIO CASTRO,NA,4,ESCOLA FECHADA,1,NA,0,0,59890000,240400205000003
41,8809,5,0,12,1,RUA,NA,PARIGOT DE SOUZA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM ZEBALLOS,NA,6,ESTUDIO DE MUSICA,1,NA,2,2,85980000,410880905000012
29,21708,5,0,10,1,RUA,DOUTOR,SOUZA DANTAS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEDRA GRANDE,NA,6,OFICINA DE BICICLETA,1,NA,6,2,44850000,292170805000010
